"Fuente","Referencia","Operación","Tipología","Título","C.P.","Municipio","Provincia","Distrito","Barrio","Latitud","Longitud","Planta","Anunciante","Empresa","Aire acondicionado","Ascensor","Garaje","Trastero","Terraza","Piscina","Zonas verdes","Zona deportiva","Imagen","URL","Fecha de creación","Teléfono","Email","Posible agencia","Conservación","Comentarios","Descartado","Estado","Ranking","Dormitorios","Baños","Superficie","Precio","Precio unitario","Días","Demanda"
"habitaclia","LCV35859 - PVI","Venta","Plurifamiliar","Bajo en Aiora con Licencia Turistica","","Valencia","Valencia","Camins al Grau","Aiora","39.4677410602","-0.3478132398","0","Profesional","La Casa Agency Punto las Delicias","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/067744ad-f50f-4a88-9581-d611fcd09856G.jpg","https://www.habitaclia.com/i45172000000434","2025-03-29","960590505","nulofotocasapro@fotocasapro.es","No","Muy bueno","","No","No contactado","11042","1","1","50","220000","4400","1","Muy baja"
"habitaclia","LEAN007","Venta","Plurifamiliar","PISO EN VENTA AVENIDA CAMPANAR","","Valencia","Valencia","Campanar","El Calvari - La Fe","39.4864044011","-0.3913046079","3","Profesional","House Paraiso Inmobiliaria","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/28f3e8f5-909d-4e19-b530-c30279883539G.jpg","https://www.habitaclia.com/i47930000000070","2025-03-29","671612171","info@houseparaiso.com","No","Muy bueno","","No","No contactado","9460","2","1","110","185000","1681","1","Muy baja"
"habitaclia","V128b","Venta","Plurifamiliar","PISO ESPACIOSO Y LUMINOSO EN ARRANCAPINS","","Valencia","Valencia","Extramurs","Arrancapins","39.4605109298","-0.3834886532","2","Profesional","Ekoforia Properties","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/104fa215-5788-4334-800f-cdbc6b567162G.jpg","https://www.habitaclia.com/i52798000000022","2025-03-29","34631305408","ekoforiasl@gmail.com","No","Muy bueno","","No","No contactado","11494","4","2","165","415000","2515","1","Muy baja"
"habitaclia","RP2902025136260","Venta","Plurifamiliar","ESTUPENDO PISO MUY AMPLIO CON BALCÓN Y PLAZA DE GARAJE!","","Valencia","Valencia","La Saïdia","Tormos","39.4874106602","-0.3774813398","0","Profesional","REDPISO VALENCIA ZAIDIA","Sí","Sí","Sí","No","No","No","No","No","https://images.habimg.com/imgh/0afe9a09-e855-46cd-ab55-97654efb42a0G.jpg","https://www.habitaclia.com/i37995000000157","2025-03-29","960693137","zaidia@redpiso.es","No","Muy bueno","","No","No contactado","59","4","2","114","350000","3070","1","Muy alta"
"Fotocasa","RP2902025136260","Venta","Plurifamiliar","Piso en Venta en  CONSTITUCION, Tormos","46009","Valencia","Valencia","La Saïdia","Tormos","39.4874799905","-0.3774120095","Undefined","Profesional","REDPISO VALENCIA ZAIDIA","Sí","Sí","Sí","No","Sí","No","No","No","https://static.fotocasa.es/images/ads/544e4df2-fa43-4db6-ade8-0153bea9b665?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186064036&tti=2","2025-03-29","962648657","zaidia@redpiso.es","No","Bueno","","No","No contactado","8915","4","2","114","350000","3070","1","Muy baja"
"Fotocasa","Natalia-1970","Venta","Plurifamiliar","Piso en Venta en  Avenida CARDENAL BENLLOCH, 50, Albors","46021","Valencia","Valencia","Camins al Grau","Albors","39.469707001","-0.355059116","1º","Profesional","KW CPI GESTIÓN","Sí","No","No","No","Sí","No","No","No","https://static.fotocasa.es/images/ads/b4f16116-2302-43cd-ab32-f3ee4fb77e36?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186064282&tti=2","2025-03-29","34690874770","natalia.medina@kwspain.es","No","Excelente","","No","No contactado","4276","3","1","107","360000","3364","1","Muy baja"
"milanuncios","540110436","Venta","Plurifamiliar","Valencia Capital","46021","Valencia","Valencia","Camins al Grau","Albors","39.4699397443","-0.3548263727","","Profesional","KW CPI GESTIÓN","Sí","No","No","No","No","No","Sí","No","https://images.habimg.com/imgh/013bc123-8963-4644-aa8d-908aea60ce03G.jpg","https://www.milanuncios.com/anuncios/r540110436.htm","2025-03-29","690874770","natalia.medina@kwspain.es","No","","","No","No contactado","9731","3","1","107","360000","3364","1","Muy baja"
"habitaclia","PT-72","Venta","Plurifamiliar","","","Valencia","Valencia","Campanar","Campanar - La Fe","39.4817209021","-0.3933231979","0","Profesional","Optima Inmobiliaria","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0b05bb7a-7725-44ce-859c-38d5b69fedb6G.jpg","https://www.habitaclia.com/i32961000000317","2025-03-29","678746527","gestiones@optimavalencia.com","No","Muy bueno","","No","No contactado","9686","3","1","100","191900","1919","1","Muy baja"
"Fotocasa","LEAN007","Venta","Plurifamiliar","Piso en Venta en El Calvari","46015","Valencia","Valencia","Campanar","El Calvari - La Fe","39.4870977037","-0.3906113053","3º","Profesional","House Paraiso Inmobiliaria","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/654de87b-aef7-4b27-a162-01a2089fe136?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186065906&tti=2","2025-03-29","946260175","i.houseparaisoinmobiliaria.10029@inmovilla.com","No","Malo","","No","No contactado","4359","2","1","110","185000","1681","1","Muy baja"
"habitaclia","LCV35424 - RIO","Venta","Plurifamiliar","Piso en venta en Benimaclet!","","Valencia","Valencia","Benimaclet","Barrio de Benimaclet","39.4836304602","-0.3599140398","2","Profesional","La Casa Agency Punto las Delicias","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/03f35cb5-cc31-410e-8a43-529e50a393ddG.jpg","https://www.habitaclia.com/i45172000000433","2025-03-29","960590505","nulofotocasapro@fotocasapro.es","No","Muy bueno","","No","No contactado","9577","4","2","150","399000","2660","1","Muy baja"
"habitaclia","LCV35824 - RIO","Venta","Plurifamiliar","","","Valencia","Valencia","Rascanya","Torrefiel","39.4923991021","-0.3771971979","1","Profesional","La Casa Agency Punto las Delicias","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0211ee7e-30da-46c1-8c5c-4e7f622cd633G.jpg","https://www.habitaclia.com/i45172000000432","2025-03-29","960590505","nulofotocasapro@fotocasapro.es","No","Muy bueno","","No","No contactado","11104","4","2","89","219000","2460","1","Muy baja"
"milanuncios","540118253","Venta","Plurifamiliar","Valencia Capital","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4937352433","-0.3758610567","1","Profesional","La Casa Agency Punto las Delicias","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0211ee7e-30da-46c1-8c5c-4e7f622cd633G.jpg","https://www.milanuncios.com/anuncios/r540118253.htm","2025-03-29","962949342","46021a@lacasa.net","No","","","No","No contactado","10253","4","2","89","219000","2460","1","Muy baja"
"milanuncios","540111640","Venta","Plurifamiliar","Valencia Capital","46009","Valencia","Valencia","La Saïdia","Morvedre","39.4858764433","-0.3744655567","","Profesional","InmoRueda","Sí","Sí","No","No","No","No","Sí","No","https://images.habimg.com/imgh/007e0a42-747a-4aca-aefd-2e69f7a5f5a5G.jpg","https://www.milanuncios.com/anuncios/r540111640.htm","2025-03-29","961285428","jesusruedainmo@gmail.com","No","","","No","No contactado","9808","3","2","117","309000","2641","1","Muy baja"
"Fotocasa","LCV35824 - RIO","Venta","Plurifamiliar","Piso en Venta en Torrefiel","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4930924047","-0.3765038953","1º","Profesional","La Casa Agency Punto las Delicias","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/032e8433-54fc-4d7f-8c89-3dbb02424748?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186065154&tti=2","2025-03-29","962949342","46021a@lacasa.net","No","Muy bueno","","No","No contactado","1466","4","2","89","219000","2460","1","Baja"
"habitaclia","LCV35344-1","Venta","Plurifamiliar","","","Valencia","Valencia","Algirós","Ciutat Jardí","39.4696896602","-0.3472253398","1","Profesional","LA CASA AGENCY NOU BARRIS","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0b663cf6-e298-4c39-becd-be2d1ea27f43G.jpg","https://www.habitaclia.com/i13478004403592","2025-03-29","936555655","08031a@lacasa.net","No","Muy bueno","","No","No contactado","5111","3","2","110","339000","3081","1","Muy baja"
"milanuncios","540101736","Venta","Plurifamiliar","Valencia Capital","46022","Valencia","Valencia","Algirós","Ciutat Jardí","39.4700327433","-0.3468822567","1","Profesional","LA CASA AGENCY NOU BARRIS","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0b663cf6-e298-4c39-becd-be2d1ea27f43G.jpg","https://www.milanuncios.com/anuncios/r540101736.htm","2025-03-29","930449738","08031a@lacasa.net","No","","","No","No contactado","3489","3","2","110","339000","3081","1","Muy baja"
"Fotocasa","","Venta","Plurifamiliar","Piso en Venta en  Carrer de Menorca, 3, La Creu del Grau","46023","Valencia","Valencia","Camins al Grau","La Creu del Grau","39.4601682","-0.3407364","","Particular","josemanuel","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/anuncio/2025/03/29/186063003/4596260647.jpg?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186063003&tti=1","2025-03-29","664385959","josemanuel@tuinmo123.com","No","Bueno","","No","No contactado","1584","3","1","85","275000","3235","1","Moderada"
"habitaclia","R290325","Venta","Plurifamiliar","Amplio Apartamento Luminoso","","Valencia","Valencia","La Saïdia","Morvedre","39.4856437","-0.3746983","0","Profesional","Inmorueda","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/007e0a42-747a-4aca-aefd-2e69f7a5f5a5G.jpg","https://www.habitaclia.com/i31457000000037","2025-03-29","34622035810","jesusruedainmo@gmail.com","No","Muy bueno","","No","No contactado","11171","3","2","117","309000","2641","1","Muy baja"
"milanuncios","540123535","Venta","Plurifamiliar","Valencia Capital","46009","Valencia","Valencia","Campanar","Campanar - La Fe","39.4830570433","-0.3919870567","","Profesional","Optima Inmobiliaria","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0b05bb7a-7725-44ce-859c-38d5b69fedb6G.jpg","https://www.milanuncios.com/anuncios/r540123535.htm","2025-03-29","962644826","solicitudes@optimavalencia.com","No","","","No","No contactado","8698","3","1","100","191900","1919","1","Muy baja"
"Fotocasa","LCV35344-1","Venta","Plurifamiliar","Piso en Venta en  Carrer del Poeta Mas I Ros, Ciutat Jardí","46022","Valencia","Valencia","Algirós","Ciutat Jardí","39.4697589905","-0.3471560095","1º","Profesional","LA CASA AGENCY NOU BARRIS","No","Sí","No","No","Sí","No","No","No","https://static.fotocasa.es/images/ads/ed0f472a-1e11-4635-87aa-731686f7f2a3?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186063405&tti=2","2025-03-29","930449738","08031a@lacasa.net","No","Muy bueno","","No","No contactado","1599","3","2","110","339000","3081","1","Baja"
"habitaclia","1465","Venta","Plurifamiliar","en Valencia","","Valencia","Valencia","Camins al Grau","Aiora","39.4686426602","-0.3491323398","0","Profesional","ALBEGAR Inmobiliaria","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0f53afe6-a374-4b35-a64d-4488049b8a71G.jpg","https://www.habitaclia.com/i44532000000337","2025-03-28","622448459","info@albegar.es","No","Muy bueno","","No","No contactado","9227","3","1","72","269000","3736","2","Muy baja"
"milanuncios","539994904","Venta","Plurifamiliar","Valencia Capital","46022","Valencia","Valencia","Camins al Grau","Aiora","39.4689857433","-0.3487892567","","Profesional","ALBEGAR Inmobiliaria","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0f53afe6-a374-4b35-a64d-4488049b8a71G.jpg","https://www.milanuncios.com/anuncios/r539994904.htm","2025-03-28","962949168","info@albegar.es","No","","","No","No contactado","3829","3","1","72","269000","3736","2","Muy baja"
"Fotocasa","ZA400","Venta","Plurifamiliar","Piso en Venta en  Carrer del Clariano, La Bega Baixa - Plaza Xúquer","46021","Valencia","Valencia","Algirós","La Bega Baixa - Plaza Xúquer","39.4779864905","-0.3510213095","4º","Profesional","TEMPOCASA ZAIDÍA","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/cc99002c-7d86-4857-bcba-d14e0f9fdb2f?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186055176&tti=2","2025-03-28","961280962","valenciazaidia@tempocasa.es","No","Muy bueno","","No","No contactado","693","4","2","120","400000","3333","2","Moderada"
"milanuncios","540026388","Venta","Plurifamiliar","Valencia Capital","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4962251133","-0.3733316667","4","Profesional","HOGARABITAT SERVICIOS INMOBILIARIOS","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/02cc9941-51ff-46e0-96c5-26ee7af08676G.jpg","https://www.milanuncios.com/anuncios/r540026388.htm","2025-03-28","960964892","i.hogarabitatinmobiliaria.3716@inmovilla.com","No","","","No","No contactado","8530","4","1","68","145000","2132","2","Muy baja"
"milanuncios","540054619","Venta","Plurifamiliar","Valencia Capital","46010","Valencia","Valencia","El Pla del Real","Exposició","39.4782594223","-0.3629022267","1","Profesional","Racasa Marvá","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/012ab2d3-5b71-4d48-ab36-ce6902a98e38G.jpg","https://www.milanuncios.com/anuncios/r540054619.htm","2025-03-28","960969587","i.gruporacasa.11935@inmovilla.com","No","","","No","No contactado","8547","7","3","446","850000","1905","2","Muy baja"
"Fotocasa","05-2025","Venta","Plurifamiliar","Piso en Venta en La Bega Baixa - Plaza Xúquer","46021","Valencia","Valencia","Algirós","La Bega Baixa - Plaza Xúquer","39.4748281827","-0.3479764415","3º","Profesional","SYLVIA ALBERT INMOBILIARIA","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/d5269805-c2fe-46f6-9742-b93046482e8d?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186061732&tti=2","2025-03-28","962949251","info@sylviaalbert.com","No","Malo","","No","No contactado","539","4","1","105","340000","3238","2","Alta"
"habitaclia","0099-LIRE-02703-hs","Venta","Plurifamiliar","","","Valencia","Valencia","Camins al Grau","Aiora","39.4657794343","-0.3417892041","0","Profesional","CENTURY 21 LIBERTY HOME","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/012643e7-263a-4b56-a292-804a3384feecG.jpg","https://www.habitaclia.com/i34268000004152","2025-03-28","637365505","p.fischer@century21.es","No","Muy bueno","","No","No contactado","244","4","3","120","290000","2416","2","Muy alta"
"Fotocasa","027888","Venta","Plurifamiliar","Loft en Venta en  GREMIS, 2, Vara de Quart","46014","Valencia","Valencia","Patraix","Vara de Quart","39.4621105036","-0.4117068779","1º","Profesional","KASABIBA","Sí","Sí","Sí","Sí","No","Sí","Sí","No","https://static.fotocasa.es/images/ads/63a143bb-bb9d-463b-a830-cd575efe89c7?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186061356&tti=2","2025-03-28","961286182","kasabiba@kasabiba.com","No","Bueno","","No","No contactado","10600","1","1","110","195000","1772","2","Muy baja"
"Fotocasa","000VAL350.FV-A","Venta","Plurifamiliar","Piso en Venta en  Avenida CONSTITUCION, Tormos","46009","Valencia","Valencia","La Saïdia","Tormos","39.4874906539","-0.3774914008","3º","Profesional","HOGARABITAT SERVICIOS INMOBILIARIOS","Sí","Sí","Sí","Sí","No","No","No","No","https://static.fotocasa.es/images/ads/39031f14-f10f-487c-82d9-8f942b2eea3a?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186056885&tti=2","2025-03-28","960964892","i.hogarabitatinmobiliaria.3716@inmovilla.com","No","Bueno","","No","No contactado","8840","4","2","114","350000","3070","2","Muy baja"
"Fotocasa","0292376","Venta","Plurifamiliar","Piso en Venta en Les Tendetes - Avenida Burjassot","46009","Valencia","Valencia","Campanar","Les Tendetes - Avenida Burjassot","39.4821039047","-0.3878660953","Bajos","Profesional","DONPISO","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/29a5a022-4771-4c9a-98bf-1d6ba738ba64?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186051076&tti=2","2025-03-28","34960601971","valenciajesus@donpiso.com","No","","","No","No contactado","8776","6","2","101","320000","3168","2","Muy baja"
"milanuncios","540020899","Venta","Plurifamiliar","Valencia Capital","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4937352433","-0.3758610567","1","Profesional","LA CASA AGENCY SANT ANDREU","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/025d6318-f761-478e-addf-ba0e65c3f85aG.jpg","https://www.milanuncios.com/anuncios/r540020899.htm","2025-03-28","931342054","08030a@lacasa.net","No","","","No","No contactado","10366","4","2","89","219000","2460","2","Muy baja"
"Fotocasa","RM-146","Venta","Plurifamiliar","Piso en Venta en  Calle COOPERATIVA SAN  FERNANDO, La Raïosa","46007","Valencia","Valencia","Jesús","La Raïosa","39.4571045125","-0.3855799635","4º","Profesional","Racasa Marvá","Sí","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/2e415ed6-1769-40b2-8273-195f0ebe9b55?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186058094&tti=2","2025-03-28","960969587","i.gruporacasa.11935@inmovilla.com","No","Excelente","","No","No contactado","10597","7","2","93","250000","2688","2","Muy baja"
"habitaclia","0099-SBRE-0100530-hs","Venta","Plurifamiliar","","","Valencia","Valencia","Poblats Marítims","La Malva-rosa","39.4799163021","-0.3279538979","0","Profesional","CENTURY 21 LIBERTY HOME","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/06bddc7c-e08d-4766-9cd0-af52849b6112G.jpg","https://www.habitaclia.com/i34268000004135","2025-03-28","637365505","p.fischer@century21.es","No","Muy bueno","","No","No contactado","596","2","1","73","166000","2273","2","Moderada"
"milanuncios","539978142","Venta","Plurifamiliar","Valencia Capital","46024","Valencia","Valencia","Poblats Marítims","Natzaret","39.4518308901","-0.3329526899","","Profesional","CENTURY 21 LIBERTY HOME","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/09b705d2-22c9-4e51-8ce9-5655241ebce7G.jpg","https://www.milanuncios.com/anuncios/r539978142.htm","2025-03-28","962647812","emilio.quevedo@century21.es","No","","","No","No contactado","8334","2","1","68","104000","1529","2","Muy baja"
"Fotocasa","AMP02304","Venta","Plurifamiliar","Piso en Venta en  MALVARROSA, La Malva-rosa","46011","Valencia","Valencia","Poblats Marítims","La Malva-rosa","39.4801589905","-0.3280250095","4º","Profesional","SERRERIA II","Sí","Sí","No","Sí","No","Sí","Sí","No","https://static.fotocasa.es/images/ads/b6ac0717-be25-41e9-9b2a-b4f2856bb321?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186057298&tti=2","2025-03-28","961284091","serreria2@inmoserreria.com","No","Bueno","","No","No contactado","10494","2","1","66","205000","3106","2","Muy baja"
"Fotocasa","0099-BORE-0643-hs","Venta","Plurifamiliar","Piso en Venta en El Cabanyal - El Canyamelar","46011","Valencia","Valencia","Poblats Marítims","El Cabanyal - El Canyamelar","39.4686413616","-0.3271944692","Undefined","Profesional","CENTURY 21 LIBERTY HOME","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/44a9c3a1-287b-43d6-8f27-e6aad89e5175?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186051916&tti=2","2025-03-28","962647812","libertyhome@century21.es","No","","","No","No contactado","10641","2","1","51","54000","1058","2","Muy baja"
"Fotocasa","000DJS145.OFPV-A","Venta","Plurifamiliar","Piso en Venta en Torrefiel","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4955822747","-0.3739745053","4º","Profesional","HOGARABITAT SERVICIOS INMOBILIARIOS","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/f1d629cf-4f7b-4b13-ad3e-18a9391b3661?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186056830&tti=2","2025-03-28","960964892","i.hogarabitatinmobiliaria.3716@inmovilla.com","No","Malo","","No","No contactado","8851","4","1","68","145000","2132","2","Muy baja"
"milanuncios","540067932","Venta","Plurifamiliar","Valencia Capital","46014","Valencia","Valencia","Patraix","Vara de Quart","39.4623432469","-0.4114741346","1","Profesional","KASABIBA","Sí","Sí","No","No","No","No","Sí","No","https://images.habimg.com/imgh/13d5c85f-45f4-410b-ae37-5428c07e92d6G.jpg","https://www.milanuncios.com/anuncios/r540067932.htm","2025-03-28","961286182","kasabiba@kasabiba.com","No","","","No","No contactado","4076","1","1","110","195000","1772","2","Muy baja"
