"Fuente","Referencia","Operación","Tipología","Título","C.P.","Municipio","Provincia","Distrito","Barrio","Latitud","Longitud","Planta","Anunciante","Empresa","Aire acondicionado","Ascensor","Garaje","Trastero","Terraza","Piscina","Zonas verdes","Zona deportiva","Imagen","URL","Fecha de creación","Teléfono","Email","Posible agencia","Conservación","Comentarios","Descartado","Estado","Ranking","Dormitorios","Baños","Superficie","Precio","Precio unitario","Días","Demanda"
"habitaclia","AMP02562","Venta","Plurifamiliar","Piso en venta en Beteró46022","","Valencia","Valencia","Poblats Marítims","Beteró","39.4718219559","-0.3346716641","3","Profesional","SERRERIA II","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/250d680f-b9e5-465d-8716-d253f1314fd0G.jpg","https://www.habitaclia.com/i54965000000084","2025-06-28","34963301011","serreria2@inmoserreria.com","No","Muy bueno","","No","No contactado","6002","4","2","100","300000","3000","1","Muy baja"
"habitaclia","V2931","Venta","Plurifamiliar","OPORTUNIDAD PARTICULARES E INVERSORES!","","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4554438376","-0.3677084363","3","Profesional","CALLAGHAN INMOBILIARIA","Sí","No","No","No","No","No","No","No","https://images.habimg.com/imgh/1060bb9f-de1f-4956-9216-ea40a43339a7G.jpg","https://www.habitaclia.com/i8176003399058","2025-06-28","691.600.700","callaghaninmobiliaria@toolsleads.com","No","Muy bueno","","No","No contactado","596","2","1","60","235000","3916","1","Moderada"
"Fotocasa","PO10002040001","Venta","Plurifamiliar","Piso en Venta en  Carrer de Ramon de Rocafull, El Cabanyal - El Canyamelar","46011","Valencia","Valencia","Poblats Marítims","El Cabanyal - El Canyamelar","39.4743349892","-0.3320027108","3º","Profesional","Solvia Store Valencia","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/719cb0d7-5156-4c7c-b7a1-bb797ac7c270?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186917242&tti=2","2025-06-28","962642528","ernestofelipe.porcar@solviastores.com","No","Muy bueno","","No","No contactado","5845","3","1","75","255000","3400","1","Muy baja"
"Fotocasa","1934","Venta","Plurifamiliar","Piso en Venta en  Avinguda de Blasco Ibáñez, Beteró","46022","Valencia","Valencia","Poblats Marítims","Beteró","39.4711156858","-0.3365296636","4º","Profesional","ART Inmobiliaria","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/fcafcb29-8af7-497e-8368-ee7d00e1141d?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186919225&tti=2","2025-06-28","960966943","oficina@artinmobiliaria.com","No","Muy bueno","","No","No contactado","5825","2","1","90","350000","3888","1","Muy baja"
"Fotocasa","E076-01309","Venta","Plurifamiliar","Piso en Venta en  Calle avenida de campanar, Barrio de Campanar","46015","Valencia","Valencia","Campanar","Campanar - La Fe","39.4782782192","-0.3945225308","1º","Profesional","Primer Grupo Turia","Sí","Sí","No","Sí","No","No","No","No","https://static.fotocasa.es/images/ads/fa0a09ea-4f59-42ac-9492-63073af3f6a1?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186918883&tti=2","2025-06-28","34960712509","i.primergrupoturia.4823@inmovilla.com","No","","","No","No contactado","7239","3","2","98","340000","3469","1","Muy baja"
"Fotocasa","V2932","Venta","Plurifamiliar","Piso en Venta en  Calle JOAQUIN COSTA, Gran Via","46005","Valencia","Valencia","L'Eixample","Zona Gran Via","39.4650568072","-0.3663064488","3º","Profesional","Callaghan Inmobiliaria","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/44c74a2a-71c9-4b74-ae66-074b47290936?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186916577&tti=2","2025-06-28","961282196","i.callaghaninmobiliaria.9083.3@inmovilla.com","No","Malo","","No","No contactado","7635","5","2","136","625000","4595","1","Muy baja"
"milanuncios","547659492","Venta","Plurifamiliar","Algirós - Avinguda del Cardenal Benlloch","46021","Valencia","Valencia","Algirós","L'Amistat","39.4720938","-0.3537827","4","Particular","","No","Sí","No","No","No","No","No","No","","https://www.milanuncios.com/anuncios/r547659492.htm","2025-06-28","","","No","","","No","No contactado","195","2","1","55","160000","2909","1","Baja"
"habitaclia","1815347","Venta","Plurifamiliar","Piso en venta en Ciudad de las Artes y las Ciencias","","Valencia","Valencia","Camins al Grau","Penya - Roja - Avda. Francia","39.4584628148","-0.3486450916","7","Profesional","Hogares Valencia","No","Sí","Sí","No","Sí","No","No","No","https://images.habimg.com/imgh/0cc0425e-733d-4d65-8aef-c92e263d4103G.jpg","https://www.habitaclia.com/i44345000000197","2025-06-28","657331566","w2858@inmoweb.email","No","Muy bueno","","No","No contactado","8298","3","2","141","700000","4964","1","Muy baja"
"Fotocasa","V2931","Venta","Plurifamiliar","Piso en Venta en Mont-Olivet","46006","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4579081709","-0.365244103","3º","Profesional","Callaghan Inmobiliaria","Sí","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/86fcbce5-c7ce-41ac-b12c-a044ccdc69b8?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186916218&tti=2","2025-06-28","961282196","i.callaghaninmobiliaria.9083.3@inmovilla.com","No","Excelente","","No","No contactado","5760","2","1","60","235000","3916","1","Muy baja"
"Fotocasa","490365-S","Venta","Plurifamiliar","Piso en Venta en Barrio de Patraix","46018","Valencia","Valencia","Patraix","Barrio de Patraix","39.4638324603","-0.3960052682","Undefined","Profesional","SUBASTAFÁCIL.COM","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/fd4bf5d5-1936-44e3-b024-5aa5179bb682?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186915465&tti=2","2025-06-28","928196597","portales-inmobiliarios@subastafacil.com","No","","","No","No contactado","1805","","","80","94290","1178","1","Baja"
"milanuncios","547687722","Venta","Plurifamiliar","Valencia Capital","46018","Valencia","Valencia","L'Olivereta","Tres Forques","39.4638802625","-0.4066830877","7","Profesional","Primer Grupo Turia","Sí","Sí","No","No","No","No","Sí","No","https://images.habimg.com/imgh/02fc3d55-1566-47ed-8257-496ca339c1fcG.jpg","https://www.milanuncios.com/anuncios/r547687722.htm","2025-06-28","960712509","i.primergrupoturia.4823@inmovilla.com","No","","","No","No contactado","9149","4","2","107","285000","2663","1","Muy baja"
"habitaclia","PO10002010001","Venta","Plurifamiliar","","","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4600578","-0.3629383","2","Profesional","Solvia Store Valencia","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/01c18821-ef87-48fa-89e5-c2baba42fcf8G.jpg","https://www.habitaclia.com/i35544000000375","2025-06-27","689651003","ernestofelipe.porcar@solviastores.com","No","Muy bueno","","No","No contactado","10038","3","2","110","305000","2772","2","Muy baja"
"habitaclia","LCV37415-1","Venta","Plurifamiliar","","","Valencia","Valencia","El Pla del Real","Mestalla","39.464022659","-0.358952641","2","Profesional","LA CASA AGENCY - ESTUDIO CAN VIDALET","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0426aadf-90f3-4d67-8239-dc27f25dc166G.jpg","https://www.habitaclia.com/i2726004418561","2025-06-27","34657780700","08950a@lacasa.net","No","Muy bueno","","No","No contactado","7856","4","2","119","418000","3512","2","Muy baja"
"habitaclia","LLOSAN-1576","Venta","Plurifamiliar","Venta de piso en València Capital. CON ASCENSOR","","Valencia","Valencia","Benicalap","Ciutat Fallera","39.4989059559","-0.3923704441","3","Profesional","Llosan Asesores","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0463469b-3481-4e07-b442-34ac3eeedc70G.jpg","https://www.habitaclia.com/i41809000001498","2025-06-27","658488706","ruben.llorens@llosan.com","No","Muy bueno","","No","No contactado","8276","2","1","90","180000","2000","2","Muy baja"
"Fotocasa","","Venta","Plurifamiliar","Piso en Venta en  Carrer de Suīssa, 7, La Punta","46024","Valencia","Valencia","Quatre Carreres","La Punta","39.4531306","-0.3392133","","Particular","alex89vigo.ac","Sí","Sí","Sí","Sí","Sí","Sí","Sí","No","","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186910554&tti=1","2025-06-27","625027608","alex89vigo.ac@gmail.com","No","Excelente","","No","No contactado","38","3","2","119","458000","3848","2","Muy alta"
"habitaclia","64-03277","Venta","Plurifamiliar","Se vende piso de 4 habitaciones en la zona de Campanar","","Valencia","Valencia","Campanar","Les Tendetes - Avenida Burjassot","39.4833567742","-0.3867335351","2","Profesional","GRUPO HOGARES INMOBILIARIAS","No","Sí","No","No","Sí","No","No","No","https://images.habimg.com/imgh/0f084f73-62b7-45bc-9569-eb9073a12677G.jpg","https://www.habitaclia.com/i11931002757385","2025-06-27","963276016","info@grupohogares.es","No","Muy bueno","","No","No contactado","390","4","1","124","370000","2983","2","Moderada"
"Fotocasa","621932","Venta","Plurifamiliar","Piso en Venta en Torrefiel","46019","Valencia","Valencia","Rascanya","Torrefiel","39.4956620328","-0.3758432108","1º","Profesional","TECNOCASA LA PETXINA","No","Sí","No","No","Sí","No","No","No","https://static.fotocasa.es/images/ads/c66ebeec-dbaa-42f2-9ec9-90ad08e2df3b?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186913922&tti=2","2025-06-27","962641612","va000@tecnocasa.es","No","","","No","No contactado","5844","3","2","105","240000","2285","2","Muy baja"
"Fotocasa","2001/20010019/68","Venta","Plurifamiliar","Piso en Venta en Mont-Olivet","46006","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4586101923","-0.3662643077","3º","Profesional","HOUNTING","Sí","Sí","Sí","Sí","No","No","No","Sí","https://static.fotocasa.es/images/ads/be4f7bc1-87cd-4420-9a98-741a0baf64a8?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186910480&tti=2","2025-06-27","931321248","atencioncomercial@hounting.com","No","Bueno","","No","No contactado","1035","3","1","73","214500","2938","2","Moderada"
"Fotocasa","LLOSAN-1576","Venta","Plurifamiliar","Piso en Venta en  Carmelo Roda, Ciutat Fallera","46025","Valencia","Valencia","Benicalap","Ciutat Fallera","39.4991523892","-0.3921240108","3º","Profesional","Llosan Asesores","Sí","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/77fb0f54-1437-45e5-9039-2026f09822d8?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186911212&tti=2","2025-06-27","962948367","513838@inbox.habitatsoft.com","No","Bueno","","No","No contactado","9556","2","1","90","180000","2000","2","Muy baja"
"Fotocasa","1490","Venta","Plurifamiliar","Piso en Venta en  General San Martin, Russafa","46004","Valencia","Valencia","L'Eixample","Russafa","39.4652973892","-0.3749756108","4º","Profesional","VERTECASA","No","Sí","No","Sí","No","No","No","No","https://static.fotocasa.es/images/ads/b2748cbe-0993-41c0-8e10-5a0c97bed7af?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186910109&tti=2","2025-06-27","961288052","vertecasa@vertecasa.com","No","Malo","","No","No contactado","7465","5","2","150","550000","3666","2","Muy baja"
"milanuncios","547606658","Venta","Plurifamiliar","Valencia Capital","46007","Valencia","Valencia","Extramurs","Arrancapins","39.4600520579","-0.3862491882","2","Profesional","GRUPO 6","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0b63e7d8-8aeb-4a57-8051-0248d68cdf20G.jpg","https://www.milanuncios.com/anuncios/r547606658.htm","2025-06-27","960964268","i.grupo6.3714@inmovilla.com","No","","","No","No contactado","9198","3","1","81","289900","3579","2","Muy baja"
"Fotocasa","XAL_19","Venta","Unifamiliar","Casa-Chalet en Venta en  N/A, El Perellonet","46012","Valencia","Valencia","El Perellonet","","39.3084317653","-0.2966200914","Undefined","Profesional","MA CASA SERVICIO INMOBILIARIOS","Sí","No","No","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/e4baf8b7-71b1-46de-9b24-69421cadfebc?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186906677&tti=2","2025-06-27","962471391","48523@leads.egorealestate.com","No","Muy bueno","","No","No contactado","10003","5","3","132","350000","2651","2","Muy baja"
"milanuncios","547585085","Venta","Plurifamiliar","Valencia Capital","46017","Valencia","Valencia","Patraix","Favara","39.4531905999","-0.3945294001","2","Profesional","SENYERA Servicios Inmobiliarios","No","No","No","Sí","No","No","No","No","https://images.habimg.com/imgh/1d298b5d-3de8-4bd6-820d-3bb6881264a5G.jpg","https://www.milanuncios.com/anuncios/r547585085.htm","2025-06-27","962645241","patraix@inmobiliariasenyera.com","No","","","No","No contactado","8905","3","1","110","215000","1954","2","Muy baja"
"habitaclia","BM-A148C-D-D-D-D","Venta","Plurifamiliar","","","Valencia","Valencia","Benimàmet","","39.496919559","-0.420582441","3","Profesional","EXPERCASA SAN MARCELINO","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/211d9580-67ff-4775-bb59-298f43376dcaG.jpg","https://www.habitaclia.com/i29387000001190","2025-06-27","960151351","valenciasanmarcelino@expercasa.com","No","Muy bueno","","No","No contactado","8472","3","1","71","120000","1690","2","Muy baja"
"milanuncios","547609411","Venta","Plurifamiliar","Valencia Capital","46006","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4578940999","-0.3605759001","4","Profesional","Urbana 16","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/06ff735a-f111-4cea-ba27-3af5ee2e42e0G.jpg","https://www.milanuncios.com/anuncios/r547609411.htm","2025-06-27","961283742","inmourbana16@gmail.com","No","","","No","No contactado","9124","4","2","113","400000","3539","2","Muy baja"
"habitaclia","20012001001968","Venta","Plurifamiliar","","","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.456145859","-0.368728641","3","Profesional","HOUNTING","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0667296d-3bef-42e7-a2dc-dbe037e198deG.jpg","https://www.habitaclia.com/i51386000000554","2025-06-27","693118666","marketing_venta@maccresi.com","No","Muy bueno","","No","No contactado","1099","3","1","73","214500","2938","2","Moderada"
"Fotocasa","MAR123","Venta","Plurifamiliar","Ático en Venta en  Avinguda de França, 19, Penya - Roja - Avda. Francia","46023","Valencia","Valencia","Camins al Grau","Penya - Roja - Avda. Francia","39.458788","-0.3447103","Otro","Profesional","TEMPOCASA VALENCIA","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/4eca2cda-c7df-4ddd-9188-8fe0d2cf3c9d?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186913677&tti=2","2025-06-27","962470793","valenciagrau@tempocasa.es","No","","","No","No contactado","7198","3","3","145","1230000","8482","2","Muy baja"
"habitaclia","MAR123","Venta","Plurifamiliar","","","Valencia","Valencia","Camins al Grau","Penya - Roja - Avda. Francia","39.458788","-0.3447103","0","Profesional","TEMPOCASA VALENCIA GRAU","Sí","Sí","Sí","No","Sí","No","No","No","https://images.habimg.com/imgh/025a9bd7-0e72-4b03-acd9-fbc96b35dd7bG.jpg","https://www.habitaclia.com/i33750000000241","2025-06-27","634908891","valenciagrau@tempocasa.es","No","Muy bueno","","No","No contactado","8499","3","3","145","1230000","8482","2","Muy baja"
"milanuncios","547585114","Venta","Plurifamiliar","Valencia Capital","46004","Valencia","Valencia","L'Eixample","Russafa","39.4638580999","-0.3764149001","4","Profesional","VERTECASA","No","Sí","No","Sí","No","No","No","No","https://images.habimg.com/imgh/109c15e5-605b-4720-a53e-ba0023aacd14G.jpg","https://www.milanuncios.com/anuncios/r547585114.htm","2025-06-27","962648193","vertecasa@vertecasa.com","No","","","No","No contactado","9322","5","2","150","550000","3666","2","Muy baja"
"Fotocasa","U16-1009","Venta","Plurifamiliar","Piso en Venta en  Plaza Monteolivete, 6, Mont-Olivet","46006","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.459235","-0.359235","4º","Profesional","Urbana 16","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/4d995302-2ebc-443e-91c3-266b35f39206?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186912614&tti=2","2025-06-27","961283742","inmourbana16@gmail.com","No","Muy bueno","","No","No contactado","5850","4","2","113","400000","3539","2","Muy baja"
"habitaclia","VLC-BG1462BG","Venta","Plurifamiliar","Descubre tu oasis en El Saler, Valencia!","","Valencia","Valencia","El Saler","","39.3563187769","-0.3257424191","1","Profesional","RK VALENCIA MARKET","Sí","No","Sí","No","No","No","No","No","https://images.habimg.com/imgh/0cac1900-b914-4a8d-82e8-8f5c3e8292a4G.jpg","https://www.habitaclia.com/i10982004407496","2025-06-27","963308216","info@realmark.es","No","Muy bueno","","No","No contactado","298","4","2","120","380000","3166","2","Moderada"
"habitaclia","05670","Venta","Plurifamiliar","LUMINOSO PISO EN PLENO CENTRO DE VALENCIA","","Valencia","Valencia","Extramurs","Arrancapins","39.4599125169","-0.3863887292","0","Profesional","GRUPO 6","Sí","Sí","No","No","Sí","No","No","No","https://images.habimg.com/imgh/0b63e7d8-8aeb-4a57-8051-0248d68cdf20G.jpg","https://www.habitaclia.com/i8544002127265","2025-06-27","962798050","administracion@grupo-6.com","No","Muy bueno","","No","No contactado","6449","3","1","81","289900","3579","2","Muy baja"
"Fotocasa","RJN-162","Venta","Plurifamiliar","Piso en Venta en  Carrer del Reverend Josep Noguera, Sant Marcel.lí","46017","Valencia","Valencia","Jesús","Sant Marcel.lí","39.4451861892","-0.3917485108","Bajos","Profesional","ASKA INMOBILIARIA","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/316b83d2-f42f-45e4-87d6-34e3c0b39e97?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186911910&tti=2","2025-06-27","961289431","patraix@inmobiliariaaska.es","No","Muy bueno","","No","No contactado","5791","2","1","80","162000","2025","2","Muy baja"
"habitaclia","624311","Venta","Plurifamiliar","Piso en venta en Valencia","","Valencia","Valencia","L'Olivereta","Nou Moles","39.4708615002","-0.4043730704","0","Profesional","Tecnocasa Nou Moles - Avenida Cid","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/1798b089-020b-4f58-ae4b-6ee59c57673fG.jpg","https://www.habitaclia.com/i53762000000031","2025-06-27","34960813331","va008@tecnocasa.es","No","Muy bueno","","No","No contactado","7840","3","1","89","195000","2191","2","Muy baja"
"Fotocasa","BM-A148C-D-D-D-D","Venta","Plurifamiliar","Piso en Venta en Benimàmet","46035","Valencia","Valencia","Benimàmet","","39.4993838923","-0.4181181077","3º","Profesional","EXPERCASA SAN MARCELINO","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/b0473567-404e-4a02-83ef-1484fc68271e?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186907015&tti=2","2025-06-27","962645216","valenciabenimamet@expercasa.com","No","Malo","","No","No contactado","5770","3","1","71","120000","1690","2","Muy baja"
"habitaclia","25VIV10191","Venta","Plurifamiliar","","","Valencia","Valencia","Algirós","Ciutat Jardí","39.4716375","-0.3437717","7","Profesional","BHORUS","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/19c3b7c9-320f-492e-959e-c9c73d6c1692G.jpg","https://www.habitaclia.com/i44590000005509","2025-06-27","910054013","contacto@bhorus.com","No","Muy bueno","","No","No contactado","6019","4","2","119","75100","631","2","Muy baja"
"habitaclia","XAL_19","Venta","Unifamiliar","Chalet 5 habitaciones Venta Valencia","","Valencia","Valencia","El Perellonet","","39.308185332","-0.2968665247","0","Profesional","MA CASA SERVICIO INMOBILIARIOS","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0b20f3fe-7738-4de5-ac9a-70a74eac7650G.jpg","https://www.habitaclia.com/i56125000000021","2025-06-27","34627566372","macasaserviciosinmobiliarios@gmail.com","No","Muy bueno","","No","No contactado","10058","5","3","132","350000","2651","2","Muy baja"
"Fotocasa","CIUTATVELLA-RV03","Venta","Plurifamiliar","Piso en Venta en  Carrer dels Catalans, La Seu","46001","Valencia","Valencia","Ciutat Vella","La Seu","39.4760463892","-0.3771490108","2º","Profesional","FORO INMOBILIARIO VIVEROS","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/d7bf03ec-0348-40b5-a9e2-f0e507d9c286?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186911837&tti=2","2025-06-27","960964284","info@foroinmobiliarioviveros.com","No","","","No","No contactado","7201","2","2","119","525000","4411","2","Muy baja"
"Fotocasa","VLC-BG1462BG","Venta","Plurifamiliar","Apartamento en Venta en  Avenida Avenida de los Pinares, El Saler","46012","Valencia","Valencia","El Saler","","39.3565652102","-0.3254959858","1º","Profesional","RK VALENCIA MARKET","Sí","No","Sí","Sí","Sí","Sí","Sí","No","https://static.fotocasa.es/images/ads/bf1ec2e0-2c10-4c43-b4ef-0cf005ea8e34?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=186909477&tti=2","2025-06-27","962471038","i.realmark.1138@inmovilla.com","No","Muy bueno","","No","No contactado","9887","4","2","120","380000","3166","2","Muy baja"
